Time		V		A		Wh		Ah	CA_Ah
1:04:57.3	37.02		5.35		240.9		6.18	57.89
1:04:58.3	37.02		5.35		240.9		6.18	57.89
1:04:59.3	37.02		5.36		241.0		6.19	57.89
1:05:00.3	37.02		5.35		241.0		6.19	57.89
1:05:01.3	37.02		5.33		241.1		6.19	57.90
1:05:02.3	37.02		5.35		241.2		6.19	57.90
1:05:03.3	37.02		5.36		241.2		6.19	57.90
1:05:04.3	37.02		5.35		241.3		6.19	57.90
1:05:05.3	37.02		5.35		241.3		6.19	57.90
1:05:06.3	37.02		5.34		241.4		6.20	57.90
1:05:07.3	37.02		5.35		241.4		6.20	57.91
1:05:08.3	37.02		5.35		241.5		6.20	57.91
1:05:09.3	37.02		5.36		241.5		6.20	57.91
1:05:10.3	37.02		5.34		241.6		6.20	57.91
1:05:11.3	37.02		5.35		241.6		6.20	57.91
1:05:12.3	37.02		5.34		241.7		6.20	57.91
1:05:13.3	37.02		5.34		241.8		6.21	57.91
1:05:14.3	37.02		5.35		241.8		6.21	57.91
1:05:15.3	37.02		5.35		241.9		6.21	57.92
1:05:16.3	37.02		5.35		241.9		6.21	57.92
1:05:17.3	37.02		5.35		242.0		6.21	57.92
1:05:18.3	37.02		5.35		242.0		6.21	57.92
1:05:19.3	37.02		5.35		242.1		6.21	57.92
1:05:20.3	37.02		5.34		242.1		6.22	57.92
1:05:21.3	37.02		5.35		242.2		6.22	57.92
1:05:22.3	37.02		5.33		242.3		6.22	57.93
1:05:23.3	37.02		5.36		242.3		6.22	57.93
1:05:24.3	37.02		5.35		242.4		6.22	57.93
1:05:25.3	37.02		5.34		242.4		6.22	57.93
1:05:26.3	37.02		5.33		242.5		6.23	57.93
1:05:27.3	37.02		5.34		242.5		6.23	57.93
1:05:28.3	37.02		5.33		242.6		6.23	57.94
1:05:29.3	37.01		5.34		242.6		6.23	57.94
1:05:30.3	37.02		5.33		242.7		6.23	57.94
1:05:31.3	37.02		5.35		242.7		6.23	57.94
1:05:32.3	37.02		5.35		242.8		6.23	57.94
1:05:33.3	37.02		5.34		242.9		6.24	57.94
1:05:34.3	37.02		5.35		242.9		6.24	57.95
1:05:35.3	37.02		5.33		243.0		6.24	57.95
1:05:36.3	37.02		5.33		243.0		6.24	57.95
1:05:37.3	37.02		5.35		243.1		6.24	57.95
1:05:38.3	37.02		5.34		243.1		6.24	57.95
1:05:39.3	37.02		5.35		243.2		6.24	57.95
1:05:40.3	37.02		5.35		243.2		6.25	57.95
1:05:41.3	37.02		5.33		243.3		6.25	57.95
1:05:42.3	37.02		5.35		243.4		6.25	57.96
1:05:43.3	37.02		5.36		243.4		6.25	57.96
1:05:44.3	37.02		5.34		243.5		6.25	57.96
1:05:45.3	37.02		5.35		243.5		6.25	57.96
1:05:46.3	37.02		5.35		243.6		6.25	57.96
1:05:47.3	37.02		5.33		243.6		6.26	57.96
1:05:48.3	37.02		5.33		243.7		6.26	57.97
1:05:49.3	37.02		5.35		243.7		6.26	57.97
1:05:50.3	37.02		5.35		243.8		6.26	57.97
1:05:51.3	37.02		5.36		243.8		6.26	57.97
1:05:52.3	37.02		5.34		243.9		6.26	57.97
1:05:53.3	37.01		5.35		244.0		6.27	57.97
1:05:54.3	37.02		5.33		244.0		6.27	57.97
1:05:55.3	37.02		5.33		244.1		6.27	57.98
1:05:56.3	37.02		5.33		244.1		6.27	57.98
1:05:57.3	37.02		5.35		244.2		6.27	57.98
1:05:58.3	37.02		5.33		244.2		6.27	57.98
1:05:59.3	37.01		5.35		244.3		6.27	57.98
1:06:00.3	37.02		5.34		244.3		6.28	57.98
1:06:01.3	37.02		5.33		244.4		6.28	57.98
1:06:02.3	37.02		5.34		244.4		6.28	57.99
1:06:03.3	37.02		5.35		244.5		6.28	57.99
1:06:04.3	37.02		5.36		244.6		6.28	57.99
1:06:05.3	37.02		5.35		244.6		6.28	57.99
1:06:06.3	37.02		5.34		244.7		6.28	57.99
1:06:07.3	37.02		5.35		244.7		6.29	57.99
1:06:08.3	37.02		5.34		244.8		6.29	57.99
1:06:09.3	37.02		5.35		244.8		6.29	58.00
1:06:10.3	37.02		5.34		244.9		6.29	58.00
1:06:11.3	37.02		5.32		244.9		6.29	58.00
1:06:12.3	37.02		5.33		245.0		6.29	58.00
1:06:13.3	37.02		5.34		245.1		6.30	58.00
1:06:14.3	37.02		5.34		245.1		6.30	58.00
1:06:15.3	37.02		5.35		245.2		6.30	58.01
1:06:16.3	37.01		5.34		245.2		6.30	58.01
1:06:17.3	37.02		5.33		245.3		6.30	58.01
1:06:18.3	37.02		5.35		245.3		6.30	58.01
1:06:19.3	37.02		5.33		245.4		6.30	58.01
1:06:20.4	37.02		5.35		245.4		6.31	58.01
1:06:21.3	37.01		5.33		245.5		6.31	58.01
1:06:22.3	37.02		5.33		245.5		6.31	58.02
1:06:23.3	37.01		5.33		245.6		6.31	58.02
1:06:24.3	37.01		5.34		245.7		6.31	58.02
1:06:25.3	37.02		5.33		245.7		6.31	58.02
1:06:26.3	37.01		5.34		245.8		6.31	58.02
1:06:27.3	37.02		5.34		245.8		6.32	58.02
1:06:28.3	37.01		5.33		245.9		6.32	58.02
1:06:29.3	37.01		5.34		245.9		6.32	58.03
1:06:30.3	37.02		5.33		246.0		6.32	58.03
1:06:31.3	37.02		5.33		246.0		6.32	58.03
1:06:32.3	37.01		5.33		246.1		6.32	58.03
1:06:33.3	37.01		5.34		246.2		6.32	58.03
1:06:34.3	37.02		5.34		246.2		6.33	58.03
1:06:35.3	37.01		5.34		246.3		6.33	58.03
1:06:36.3	37.01		5.33		246.3		6.33	58.04
1:06:37.3	37.01		5.34		246.4		6.33	58.04
1:06:38.3	37.01		5.33		246.4		6.33	58.04
1:06:39.3	37.01		5.34		246.5		6.33	58.04
1:06:40.3	37.01		5.33		246.5		6.34	58.04
1:06:41.3	37.01		5.33		246.6		6.34	58.04
1:06:42.3	37.01		5.33		246.6		6.34	58.05
1:06:43.3	37.01		5.34		246.7		6.34	58.05
1:06:44.3	37.01		5.33		246.8		6.34	58.05
1:06:45.3	37.01		5.33		246.8		6.34	58.05
1:06:46.3	37.01		5.34		246.9		6.34	58.05
1:06:47.3	37.00		5.34		246.9		6.35	58.05
1:06:48.3	37.00		5.34		247.0		6.35	58.05
1:06:49.3	37.00		5.33		247.0		6.35	58.06
1:06:50.3	36.99		5.33		247.1		6.35	58.06
1:06:51.3	36.99		5.34		247.1		6.35	58.06
1:06:52.3	36.99		5.33		247.2		6.35	58.06
1:06:53.3	36.98		5.34		247.2		6.35	58.06
1:06:54.3	36.98		5.32		247.3		6.36	58.06
1:06:55.3	36.97		5.33		247.4		6.36	58.06
1:06:56.3	36.96		5.33		247.4		6.36	58.07
1:06:57.3	36.95		5.34		247.5		6.36	58.07
1:06:58.3	36.94		5.33		247.5		6.36	58.07
1:06:59.3	36.93		5.33		247.6		6.36	58.07
1:07:00.3	36.93		5.32		247.6		6.36	58.07
1:07:01.3	36.93		5.34		247.7		6.37	58.07
1:07:02.3	36.91		5.33		247.7		6.37	58.08
1:07:03.3	36.91		5.34		247.8		6.37	58.08
1:07:04.3	36.91		5.33		247.8		6.37	58.08
1:07:05.3	36.90		5.34		247.9		6.37	58.08
1:07:06.3	36.89		5.34		248.0		6.37	58.08
1:07:07.3	36.89		5.33		248.0		6.38	58.08
1:07:08.3	36.89		5.33		248.1		6.38	58.08
1:07:09.4	36.88		5.32		248.1		6.38	58.09
1:07:10.3	36.88		5.33		248.2		6.38	58.09
1:07:11.3	36.88		5.33		248.2		6.38	58.09
1:07:12.3	36.87		5.33		248.3		6.38	58.09
1:07:13.3	36.87		5.33		248.3		6.38	58.09
1:07:14.3	36.87		5.32		248.4		6.39	58.09
1:07:15.3	36.87		5.34		248.4		6.39	58.09
1:07:16.3	36.87		5.32		248.5		6.39	58.10
1:07:17.3	36.87		5.33		248.6		6.39	58.10
1:07:18.3	36.87		5.33		248.6		6.39	58.10
1:07:19.3	36.87		5.33		248.7		6.39	58.10
1:07:20.3	36.87		5.32		248.7		6.39	58.10
1:07:21.4	36.87		5.34		248.8		6.40	58.10
1:07:22.3	36.87		5.33		248.8		6.40	58.10
1:07:23.3	36.87		5.33		248.9		6.40	58.11
1:07:24.3	36.87		5.31		248.9		6.40	58.11
1:07:25.3	36.87		5.32		249.0		6.40	58.11
1:07:26.3	36.87		5.33		249.0		6.40	58.11
1:07:27.3	36.87		5.33		249.1		6.40	58.11
1:07:28.3	36.87		5.33		249.2		6.41	58.11
1:07:29.3	36.87		5.32		249.2		6.41	58.12
1:07:30.3	36.87		5.32		249.3		6.41	58.12
1:07:31.3	36.87		5.33		249.3		6.41	58.12
1:07:32.3	36.87		5.32		249.4		6.41	58.12
1:07:33.3	36.87		5.33		249.4		6.41	58.12
1:07:34.3	36.87		5.33		249.5		6.42	58.12
1:07:35.3	36.87		5.33		249.5		6.42	58.12
1:07:36.3	36.87		5.33		249.6		6.42	58.12
1:07:37.3	36.87		5.31		249.6		6.42	58.13
1:07:38.3	36.87		5.35		249.7		6.42	58.13
1:07:39.3	36.87		5.32		249.8		6.42	58.13
1:07:40.3	36.87		5.34		249.8		6.42	58.13
1:07:41.3	36.87		5.33		249.9		6.43	58.13
1:07:42.3	36.87		5.34		249.9		6.43	58.13
1:07:43.3	36.87		5.33		250.0		6.43	58.13
1:07:44.3	36.87		5.32		250.0		6.43	58.14
1:07:45.3	36.87		5.33		250.1		6.43	58.14
1:07:46.3	36.87		5.32		250.1		6.43	58.14
1:07:47.3	36.87		5.32		250.2		6.43	58.14
1:07:48.3	36.87		5.33		250.2		6.44	58.14
1:07:49.3	36.87		5.32		250.3		6.44	58.14
1:07:50.3	36.87		5.32		250.4		6.44	58.15
1:07:51.3	36.87		5.33		250.4		6.44	58.15
1:07:52.3	36.87		5.33		250.5		6.44	58.15
1:07:53.3	36.87		5.33		250.5		6.44	58.15
1:07:54.3	36.87		5.33		250.6		6.44	58.15
1:07:55.3	36.87		5.32		250.6		6.45	58.15
1:07:56.3	36.87		5.32		250.7		6.45	58.16
1:07:57.3	36.87		5.32		250.7		6.45	58.16
1:07:58.3	36.87		5.32		250.8		6.45	58.16
1:07:59.3	36.87		5.33		250.8		6.45	58.16
1:08:00.3	36.87		5.32		250.9		6.45	58.16
1:08:01.3	36.87		5.32		251.0		6.45	58.16
1:08:02.3	36.87		5.32		251.0		6.46	58.16
1:08:03.3	36.87		5.31		251.1		6.46	58.16
1:08:04.3	36.87		5.32		251.1		6.46	58.17
1:08:05.3	36.87		5.33		251.2		6.46	58.17
1:08:06.3	36.87		5.33		251.2		6.46	58.17
1:08:07.3	36.87		5.31		251.3		6.46	58.17
1:08:08.3	36.87		5.33		251.3		6.47	58.17
1:08:09.3	36.87		5.33		251.4		6.47	58.17
1:08:10.3	36.87		5.33		251.4		6.47	58.17
1:08:11.3	36.87		5.32		251.5		6.47	58.18
1:08:12.3	36.87		5.32		251.6		6.47	58.18
1:08:13.3	36.87		5.34		251.6		6.47	58.18
1:08:14.3	36.87		5.33		251.7		6.47	58.18
1:08:15.3	36.87		5.32		251.7		6.48	58.18
1:08:16.3	36.87		5.34		251.8		6.48	58.18
1:08:17.3	36.87		5.32		251.8		6.48	58.19
1:08:18.3	36.87		5.31		251.9		6.48	58.19
1:08:19.3	36.87		5.33		251.9		6.48	58.19
1:08:20.3	36.87		5.34		252.0		6.48	58.19
1:08:21.3	36.87		5.32		252.0		6.48	58.19
1:08:22.3	36.87		5.32		252.1		6.49	58.19
1:08:23.3	36.87		5.32		252.2		6.49	58.19
1:08:24.3	36.87		5.31		252.2		6.49	58.20
1:08:25.3	36.87		5.34		252.3		6.49	58.20
1:08:26.3	36.87		5.31		252.3		6.49	58.20
1:08:27.3	36.86		5.32		252.4		6.49	58.20
1:08:28.3	36.87		5.31		252.4		6.49	58.20
1:08:29.3	36.87		5.33		252.5		6.50	58.20
1:08:30.3	36.87		5.33		252.5		6.50	58.20
1:08:31.3	36.87		5.32		252.6		6.50	58.21
1:08:32.3	36.87		5.33		252.6		6.50	58.21
1:08:33.3	36.87		5.33		252.7		6.50	58.21
1:08:34.3	36.87		5.32		252.8		6.50	58.21
1:08:35.3	36.87		5.32		252.8		6.51	58.21
1:08:36.3	36.86		5.32		252.9		6.51	58.21
1:08:37.3	36.87		5.33		252.9		6.51	58.22
1:08:38.4	36.86		5.31		253.0		6.51	58.22
1:08:39.3	36.87		5.31		253.0		6.51	58.22
1:08:40.3	36.87		5.32		253.1		6.51	58.22
1:08:41.3	36.87		5.33		253.1		6.51	58.22
1:08:42.3	36.86		5.32		253.2		6.52	58.22
1:08:43.3	36.86		5.31		253.2		6.52	58.22
1:08:44.3	36.87		5.31		253.3		6.52	58.23
1:08:45.3	36.87		5.33		253.4		6.52	58.23
1:08:46.3	36.87		5.32		253.4		6.52	58.23
1:08:47.3	36.86		5.31		253.5		6.52	58.23
1:08:48.3	36.86		5.32		253.5		6.52	58.23
1:08:49.3	36.87		5.32		253.6		6.53	58.23
1:08:50.3	36.87		5.31		253.6		6.53	58.23
1:08:51.3	36.87		5.31		253.7		6.53	58.24
1:08:52.3	36.86		5.32		253.7		6.53	58.24
1:08:53.3	36.87		5.32		253.8		6.53	58.24
1:08:54.3	36.86		5.31		253.8		6.53	58.24
1:08:55.3	36.86		5.32		253.9		6.53	58.24
1:08:56.3	36.87		5.31		254.0		6.54	58.24
1:08:57.3	36.86		5.32		254.0		6.54	58.24
1:08:58.3	36.87		5.30		254.1		6.54	58.25
1:08:59.3	36.86		5.31		254.1		6.54	58.25
1:09:00.3	36.87		5.32		254.2		6.54	58.25
1:09:01.3	36.86		5.31		254.2		6.54	58.25
1:09:02.3	36.87		5.30		254.3		6.55	58.25
1:09:03.3	36.87		5.32		254.3		6.55	58.25
1:09:04.3	36.86		5.31		254.4		6.55	58.26
1:09:05.3	36.87		5.32		254.4		6.55	58.26
1:09:06.3	36.86		5.31		254.5		6.55	58.26
1:09:07.3	36.86		5.32		254.6		6.55	58.26
1:09:08.3	36.87		5.30		254.6		6.55	58.26
1:09:09.3	36.87		5.31		254.7		6.56	58.26
1:09:10.3	36.86		5.31		254.7		6.56	58.26
1:09:11.3	36.86		5.31		254.8		6.56	58.27
1:09:12.3	36.87		5.33		254.8		6.56	58.27
1:09:13.3	36.86		5.31		254.9		6.56	58.27
1:09:14.3	36.87		5.32		254.9		6.56	58.27
1:09:15.3	36.86		5.32		255.0		6.56	58.27
1:09:16.3	36.86		5.32		255.0		6.57	58.27
1:09:17.3	36.87		5.33		255.1		6.57	58.27
1:09:18.3	36.86		5.32		255.2		6.57	58.27
1:09:19.3	36.86		5.30		255.2		6.57	58.28
1:09:20.3	36.86		5.32		255.3		6.57	58.28
1:09:21.3	36.86		5.33		255.3		6.57	58.28
1:09:22.3	36.86		5.31		255.4		6.57	58.28
1:09:23.3	36.86		5.32		255.4		6.58	58.28
1:09:24.3	36.86		5.31		255.5		6.58	58.28
1:09:25.3	36.86		5.30		255.5		6.58	58.29
1:09:26.3	36.86		5.32		255.6		6.58	58.29
1:09:27.3	36.86		5.31		255.6		6.58	58.29
1:09:28.3	36.86		5.31		255.7		6.58	58.29
1:09:29.3	36.86		5.31		255.8		6.58	58.29
1:09:30.3	36.86		5.30		255.8		6.59	58.29
1:09:31.3	36.86		5.31		255.9		6.59	58.29
1:09:32.3	36.85		5.32		255.9		6.59	58.30
1:09:33.3	36.85		5.33		256.0		6.59	58.30
1:09:34.3	36.85		5.31		256.0		6.59	58.30
1:09:35.3	36.84		5.31		256.1		6.59	58.30
1:09:36.3	36.84		5.31		256.1		6.60	58.30
1:09:37.3	36.83		5.31		256.2		6.60	58.30
1:09:38.3	36.83		5.30		256.2		6.60	58.30
1:09:39.3	36.83		5.31		256.3		6.60	58.31
1:09:40.3	36.82		5.32		256.3		6.60	58.31
1:09:41.3	36.81		5.32		256.4		6.60	58.31
1:09:42.3	36.80		5.31		256.5		6.60	58.31
1:09:43.3	36.80		5.30		256.5		6.61	58.31
1:09:44.3	36.79		5.31		256.6		6.61	58.31
1:09:45.3	36.79		5.31		256.6		6.61	58.31
1:09:46.3	36.77		5.31		256.7		6.61	58.32
1:09:47.3	36.77		5.32		256.7		6.61	58.32
1:09:48.3	36.76		5.32		256.8		6.61	58.32
1:09:49.3	36.75		5.30		256.8		6.61	58.32
1:09:50.3	36.75		5.32		256.9		6.62	58.32
1:09:51.3	36.75		5.32		256.9		6.62	58.32
1:09:52.3	36.74		5.32		257.0		6.62	58.33
1:09:53.3	36.73		5.30		257.1		6.62	58.33
1:09:54.3	36.73		5.33		257.1		6.62	58.33
1:09:55.3	36.73		5.30		257.2		6.62	58.33
1:09:56.3	36.73		5.31		257.2		6.62	58.33
1:09:57.3	36.72		5.29		257.3		6.63	58.33
1:09:58.3	36.72		5.30		257.3		6.63	58.33
1:09:59.3	36.72		5.31		257.4		6.63	58.34
1:10:00.3	36.72		5.31		257.4		6.63	58.34
1:10:01.3	36.72		5.31		257.5		6.63	58.34
1:10:02.3	36.72		5.31		257.5		6.63	58.34
1:10:03.3	36.72		5.32		257.6		6.64	58.34
1:10:04.3	36.72		5.30		257.7		6.64	58.34
1:10:05.3	36.72		5.30		257.7		6.64	58.34
1:10:06.3	36.72		5.31		257.8		6.64	58.35
1:10:07.3	36.72		5.31		257.8		6.64	58.35
1:10:08.3	36.72		5.31		257.9		6.64	58.35
1:10:09.3	36.72		5.30		257.9		6.64	58.35
1:10:10.3	36.72		5.30		258.0		6.65	58.35
1:10:11.3	36.72		5.31		258.0		6.65	58.35
1:10:12.3	36.72		5.30		258.1		6.65	58.35
1:10:13.3	36.72		5.29		258.1		6.65	58.36
1:10:14.3	36.72		5.31		258.2		6.65	58.36
1:10:15.3	36.72		5.30		258.2		6.65	58.36
1:10:16.3	36.72		5.30		258.3		6.65	58.36
1:10:17.3	36.72		5.29		258.4		6.66	58.36
1:10:18.3	36.72		5.31		258.4		6.66	58.36
1:10:19.3	36.72		5.30		258.5		6.66	58.37
1:10:20.4	36.72		5.30		258.5		6.66	58.37
1:10:21.3	36.72		5.31		258.6		6.66	58.37
1:10:22.3	36.72		5.31		258.6		6.66	58.37
1:10:23.3	36.72		5.29		258.7		6.66	58.37
1:10:24.3	36.72		5.32		258.7		6.67	58.37
1:10:25.3	36.72		5.30		258.8		6.67	58.37
1:10:26.3	36.72		5.30		258.8		6.67	58.38
1:10:27.3	36.72		5.29		258.9		6.67	58.38
1:10:28.3	36.71		5.30		258.9		6.67	58.38
1:10:29.3	36.72		5.31		259.0		6.67	58.38
1:10:30.3	36.72		5.30		259.1		6.67	58.38
1:10:31.3	36.72		5.30		259.1		6.68	58.38
1:10:32.3	36.72		5.29		259.2		6.68	58.38
1:10:33.3	36.72		5.29		259.2		6.68	58.39
1:10:34.3	36.72		5.30		259.3		6.68	58.39
1:10:35.3	36.72		5.31		259.3		6.68	58.39
1:10:36.3	36.72		5.29		259.4		6.68	58.39
1:10:37.3	36.72		5.31		259.4		6.69	58.39
1:10:38.3	36.72		5.31		259.5		6.69	58.39
1:10:39.3	36.72		5.31		259.5		6.69	58.39
1:10:40.3	36.72		5.29		259.6		6.69	58.40
1:10:41.3	36.72		5.29		259.7		6.69	58.40
1:10:42.3	36.72		5.31		259.7		6.69	58.40
1:10:43.3	36.72		5.31		259.8		6.69	58.40
1:10:44.3	36.72		5.31		259.8		6.70	58.40
1:10:45.3	36.72		5.32		259.9		6.70	58.40
1:10:46.3	36.72		5.29		259.9		6.70	58.41
1:10:47.3	36.71		5.28		260.0		6.70	58.41
1:10:48.3	36.72		5.30		260.0		6.70	58.41
1:10:49.3	36.72		5.30		260.1		6.70	58.41
1:10:50.3	36.72		5.31		260.1		6.70	58.41
1:10:51.3	36.72		5.30		260.2		6.71	58.41
1:10:52.3	36.72		5.31		260.2		6.71	58.41
1:10:53.3	36.72		5.30		260.3		6.71	58.41
1:10:54.3	36.72		5.30		260.4		6.71	58.42
1:10:55.3	36.72		5.30		260.4		6.71	58.42
1:10:56.3	36.72		5.29		260.5		6.71	58.42
1:10:57.3	36.72		5.30		260.5		6.71	58.42
1:10:58.3	36.72		5.30		260.6		6.72	58.42
1:10:59.3	36.72		5.31		260.6		6.72	58.42
1:11:00.3	36.72		5.30		260.7		6.72	58.42
1:11:01.3	36.72		5.30		260.7		6.72	58.43
1:11:02.3	36.72		5.31		260.8		6.72	58.43
1:11:03.3	36.72		5.29		260.8		6.72	58.43
1:11:04.3	36.72		5.29		260.9		6.72	58.43
1:11:05.3	36.71		5.29		260.9		6.73	58.43
1:11:06.3	36.72		5.30		261.0		6.73	58.43
1:11:07.3	36.71		5.30		261.1		6.73	58.44
1:11:08.3	36.72		5.29		261.1		6.73	58.44
1:11:09.3	36.72		5.32		261.2		6.73	58.44
1:11:10.3	36.71		5.30		261.2		6.73	58.44
1:11:11.3	36.72		5.30		261.3		6.74	58.44
1:11:12.3	36.72		5.29		261.3		6.74	58.44
1:11:13.3	36.72		5.29		261.4		6.74	58.44
1:11:14.3	36.72		5.30		261.4		6.74	58.45
1:11:15.3	36.72		5.30		261.5		6.74	58.45
1:11:16.3	36.71		5.29		261.5		6.74	58.45
1:11:17.3	36.72		5.30		261.6		6.74	58.45
1:11:18.3	36.72		5.30		261.7		6.75	58.45
1:11:19.3	36.71		5.29		261.7		6.75	58.45
1:11:20.3	36.72		5.30		261.8		6.75	58.45
1:11:21.3	36.72		5.31		261.8		6.75	58.46
1:11:22.3	36.72		5.30		261.9		6.75	58.46
1:11:23.3	36.72		5.30		261.9		6.75	58.46
1:11:24.3	36.71		5.30		262.0		6.75	58.46
1:11:25.3	36.72		5.29		262.0		6.76	58.46
1:11:26.3	36.71		5.30		262.1		6.76	58.46
1:11:27.3	36.72		5.30		262.1		6.76	58.47
1:11:28.3	36.72		5.31		262.2		6.76	58.47
1:11:29.3	36.72		5.29		262.2		6.76	58.47
1:11:30.3	36.72		5.29		262.3		6.76	58.47
1:11:31.3	36.72		5.29		262.4		6.76	58.47
1:11:32.3	36.72		5.31		262.4		6.77	58.47
1:11:33.3	36.71		5.29		262.5		6.77	58.47
1:11:34.3	36.72		5.31		262.5		6.77	58.48
1:11:35.3	36.71		5.29		262.6		6.77	58.48
1:11:36.3	36.71		5.30		262.6		6.77	58.48
1:11:37.3	36.72		5.30		262.7		6.77	58.48
1:11:38.3	36.72		5.30		262.7		6.77	58.48
1:11:39.3	36.71		5.30		262.8		6.78	58.48
1:11:40.3	36.72		5.30		262.8		6.78	58.48
1:11:41.3	36.72		5.30		262.9		6.78	58.49
1:11:42.3	36.71		5.29		262.9		6.78	58.49
1:11:43.3	36.72		5.29		263.0		6.78	58.49
1:11:44.3	36.71		5.29		263.1		6.78	58.49
1:11:45.3	36.72		5.30		263.1		6.79	58.49
1:11:46.3	36.72		5.29		263.2		6.79	58.49
1:11:47.3	36.71		5.30		263.2		6.79	58.49
1:11:48.3	36.71		5.29		263.3		6.79	58.50
1:11:49.3	36.71		5.30		263.3		6.79	58.50
1:11:50.3	36.72		5.29		263.4		6.79	58.50
1:11:51.3	36.71		5.29		263.4		6.79	58.50
1:11:52.3	36.71		5.30		263.5		6.80	58.50
1:11:53.3	36.72		5.30		263.5		6.80	58.50
1:11:54.3	36.72		5.29		263.6		6.80	58.51
1:11:55.3	36.72		5.30		263.7		6.80	58.51
1:11:56.3	36.71		5.29		263.7		6.80	58.51
1:11:57.3	36.71		5.29		263.8		6.80	58.51
1:11:58.3	36.71		5.29		263.8		6.80	58.51
1:11:59.3	36.72		5.30		263.9		6.81	58.51
1:12:00.3	36.71		5.29		263.9		6.81	58.51
1:12:01.3	36.71		5.30		264.0		6.81	58.52
1:12:02.3	36.71		5.28		264.0		6.81	58.52
1:12:03.3	36.71		5.28		264.1		6.81	58.52
1:12:04.3	36.72		5.29		264.1		6.81	58.52
1:12:05.4	36.71		5.31		264.2		6.81	58.52
1:12:06.3	36.71		5.29		264.2		6.82	58.52
1:12:07.3	36.71		5.30		264.3		6.82	58.52
1:12:08.3	36.71		5.29		264.4		6.82	58.52
1:12:09.3	36.71		5.27		264.4		6.82	58.53
1:12:10.3	36.71		5.30		264.5		6.82	58.53
1:12:11.3	36.71		5.29		264.5		6.82	58.53
1:12:12.3	36.71		5.30		264.6		6.82	58.53
1:12:13.3	36.71		5.29		264.6		6.83	58.53
1:12:14.3	36.71		5.29		264.7		6.83	58.53
1:12:15.3	36.71		5.31		264.7		6.83	58.53
1:12:16.3	36.71		5.28		264.8		6.83	58.54
1:12:17.3	36.71		5.28		264.8		6.83	58.54
1:12:18.3	36.71		5.29		264.9		6.83	58.54
1:12:19.3	36.70		5.29		264.9		6.84	58.54
1:12:20.3	36.70		5.29		265.0		6.84	58.54
1:12:21.3	36.70		5.29		265.1		6.84	58.54
1:12:22.3	36.69		5.29		265.1		6.84	58.55
1:12:23.3	36.69		5.29		265.2		6.84	58.55
1:12:24.3	36.69		5.29		265.2		6.84	58.55
1:12:25.3	36.68		5.30		265.3		6.84	58.55
1:12:26.3	36.68		5.29		265.3		6.85	58.55
1:12:27.3	36.67		5.30		265.4		6.85	58.55
1:12:28.3	36.67		5.29		265.4		6.85	58.55
1:12:29.3	36.66		5.29		265.5		6.85	58.56
1:12:30.3	36.65		5.28		265.5		6.85	58.56
1:12:31.3	36.65		5.30		265.6		6.85	58.56
1:12:32.3	36.64		5.28		265.6		6.85	58.56
1:12:33.3	36.64		5.29		265.7		6.86	58.56
1:12:34.3	36.63		5.29		265.8		6.86	58.56
1:12:35.3	36.62		5.29		265.8		6.86	58.56
1:12:36.3	36.62		5.30		265.9		6.86	58.57
1:12:37.3	36.61		5.30		265.9		6.86	58.57
1:12:38.3	36.60		5.29		266.0		6.86	58.57
1:12:39.3	36.60		5.29		266.0		6.86	58.57
1:12:40.3	36.59		5.30		266.1		6.87	58.57
1:12:41.3	36.59		5.28		266.1		6.87	58.57
1:12:42.3	36.59		5.29		266.2		6.87	58.58
1:12:43.3	36.58		5.29		266.2		6.87	58.58
1:12:44.3	36.58		5.28		266.3		6.87	58.58
1:12:45.3	36.58		5.28		266.3		6.87	58.58
1:12:46.3	36.58		5.28		266.4		6.87	58.58
1:12:47.3	36.57		5.28		266.5		6.88	58.58
1:12:48.3	36.57		5.27		266.5		6.88	58.58
1:12:49.3	36.57		5.29		266.6		6.88	58.59
1:12:50.3	36.57		5.28		266.6		6.88	58.59
1:12:51.3	36.57		5.29		266.7		6.88	58.59
1:12:52.3	36.57		5.28		266.7		6.88	58.59
1:12:53.3	36.57		5.28		266.8		6.89	58.59
1:12:54.3	36.57		5.28		266.8		6.89	58.59
1:12:55.3	36.57		5.28		266.9		6.89	58.59
1:12:56.3	36.57		5.29		266.9		6.89	58.59
1:12:57.3	36.57		5.27		267.0		6.89	58.60
1:12:58.3	36.57		5.28		267.0		6.89	58.60
1:12:59.3	36.57		5.28		267.1		6.89	58.60
1:13:00.3	36.57		5.29		267.1		6.90	58.60
1:13:01.3	36.57		5.28		267.2		6.90	58.60
1:13:02.3	36.57		5.28		267.3		6.90	58.60
1:13:03.3	36.57		5.29		267.3		6.90	58.61
1:13:04.3	36.57		5.29		267.4		6.90	58.61
1:13:05.3	36.57		5.29		267.4		6.90	58.61
1:13:06.3	36.57		5.28		267.5		6.90	58.61
1:13:07.3	36.57		5.30		267.5		6.91	58.61
1:13:08.3	36.57		5.28		267.6		6.91	58.61
1:13:09.3	36.57		5.27		267.6		6.91	58.62
1:13:10.3	36.57		5.28		267.7		6.91	58.62
1:13:11.3	36.57		5.28		267.7		6.91	58.62
1:13:12.3	36.57		5.29		267.8		6.91	58.62
1:13:13.3	36.57		5.28		267.8		6.91	58.62
1:13:14.3	36.57		5.29		267.9		6.92	58.62
1:13:15.3	36.57		5.28		268.0		6.92	58.62
