Time		V		A		Wh		Ah	CA_Ah
34:31.5		38.68		5.60		135.7		3.41	55.12
34:32.5		38.69		5.59		135.8		3.41	55.12
34:33.5		38.68		5.59		135.8		3.41	55.12
34:34.5		38.69		5.60		135.9		3.41	55.12
34:35.5		38.69		5.58		135.9		3.41	55.13
34:36.5		38.69		5.59		136.0		3.41	55.13
34:37.5		38.68		5.59		136.1		3.42	55.13
34:38.5		38.69		5.59		136.1		3.42	55.13
34:39.5		38.69		5.60		136.2		3.42	55.13
34:40.5		38.69		5.59		136.2		3.42	55.13
34:41.5		38.69		5.59		136.3		3.42	55.14
34:42.5		38.68		5.60		136.4		3.42	55.14
34:43.5		38.69		5.59		136.4		3.43	55.14
34:44.5		38.69		5.59		136.5		3.43	55.14
34:45.5		38.69		5.60		136.5		3.43	55.14
34:46.5		38.68		5.59		136.6		3.43	55.14
34:47.5		38.69		5.58		136.7		3.43	55.15
34:48.5		38.69		5.60		136.7		3.43	55.15
34:49.5		38.68		5.60		136.8		3.43	55.15
34:50.5		38.69		5.59		136.8		3.44	55.15
34:51.5		38.68		5.60		136.9		3.44	55.15
34:52.5		38.69		5.60		137.0		3.44	55.15
34:53.5		38.69		5.59		137.0		3.44	55.16
34:54.5		38.69		5.59		137.1		3.44	55.16
34:55.5		38.68		5.60		137.1		3.44	55.16
34:56.5		38.68		5.59		137.2		3.45	55.16
34:57.5		38.69		5.58		137.3		3.45	55.16
34:58.5		38.68		5.59		137.3		3.45	55.16
34:59.5		38.69		5.59		137.4		3.45	55.16
35:00.5		38.68		5.59		137.4		3.45	55.16
35:01.5		38.69		5.59		137.5		3.45	55.17
35:02.5		38.69		5.59		137.6		3.45	55.17
35:03.5		38.69		5.60		137.6		3.46	55.17
35:04.5		38.69		5.59		137.7		3.46	55.17
35:05.5		38.69		5.59		137.7		3.46	55.17
35:06.5		38.69		5.58		137.8		3.46	55.17
35:07.5		38.68		5.58		137.9		3.46	55.18
35:08.5		38.68		5.60		137.9		3.46	55.18
35:09.5		38.68		5.60		138.0		3.47	55.18
35:10.5		38.69		5.59		138.0		3.47	55.18
35:11.5		38.69		5.59		138.1		3.47	55.18
35:12.5		38.68		5.59		138.2		3.47	55.18
35:13.5		38.69		5.58		138.2		3.47	55.19
35:14.5		38.68		5.59		138.3		3.47	55.19
35:15.5		38.69		5.60		138.3		3.48	55.19
35:16.5		38.69		5.59		138.4		3.48	55.19
35:17.5		38.68		5.59		138.5		3.48	55.19
35:18.5		38.68		5.58		138.5		3.48	55.19
35:19.5		38.68		5.59		138.6		3.48	55.20
35:20.5		38.69		5.58		138.6		3.48	55.20
35:21.5		38.68		5.59		138.7		3.48	55.20
35:22.5		38.68		5.58		138.8		3.49	55.20
35:23.5		38.68		5.59		138.8		3.49	55.20
35:24.5		38.69		5.58		138.9		3.49	55.20
35:25.5		38.69		5.58		138.9		3.49	55.20
35:26.5		38.68		5.59		139.0		3.49	55.21
35:27.5		38.69		5.58		139.1		3.49	55.21
35:28.5		38.68		5.58		139.1		3.50	55.21
35:29.5		38.69		5.59		139.2		3.50	55.21
35:30.5		38.69		5.58		139.2		3.50	55.21
35:31.5		38.69		5.58		139.3		3.50	55.21
35:32.5		38.68		5.58		139.4		3.50	55.22
35:33.5		38.68		5.60		139.4		3.50	55.22
35:34.5		38.69		5.58		139.5		3.50	55.22
35:35.5		38.68		5.58		139.5		3.51	55.22
35:36.5		38.68		5.58		139.6		3.51	55.22
35:37.5		38.69		5.59		139.7		3.51	55.22
35:38.5		38.68		5.58		139.7		3.51	55.22
35:39.5		38.68		5.59		139.8		3.51	55.23
35:40.5		38.69		5.59		139.8		3.51	55.23
35:41.5		38.68		5.59		139.9		3.52	55.23
35:42.5		38.68		5.58		140.0		3.52	55.23
35:43.5		38.68		5.58		140.0		3.52	55.23
35:44.5		38.69		5.58		140.1		3.52	55.23
35:45.5		38.68		5.58		140.1		3.52	55.23
35:46.5		38.69		5.57		140.2		3.52	55.24
35:47.5		38.68		5.58		140.3		3.52	55.24
35:48.5		38.68		5.58		140.3		3.53	55.24
35:49.5		38.69		5.58		140.4		3.53	55.24
35:50.5		38.69		5.58		140.4		3.53	55.24
35:51.5		38.68		5.57		140.5		3.53	55.24
35:52.5		38.68		5.59		140.6		3.53	55.25
35:53.5		38.69		5.59		140.6		3.53	55.25
35:54.5		38.69		5.58		140.7		3.54	55.25
35:55.5		38.68		5.59		140.7		3.54	55.25
35:56.5		38.68		5.57		140.8		3.54	55.25
35:57.5		38.68		5.59		140.9		3.54	55.25
35:58.5		38.69		5.58		140.9		3.54	55.26
35:59.5		38.68		5.59		141.0		3.54	55.26
36:00.5		38.68		5.58		141.0		3.54	55.26
36:01.5		38.68		5.58		141.1		3.55	55.26
36:02.5		38.68		5.58		141.2		3.55	55.26
36:03.5		38.69		5.58		141.2		3.55	55.26
36:04.5		38.68		5.58		141.3		3.55	55.26
36:05.5		38.68		5.59		141.3		3.55	55.27
36:06.5		38.68		5.58		141.4		3.55	55.27
36:07.5		38.68		5.58		141.5		3.56	55.27
36:08.5		38.69		5.59		141.5		3.56	55.27
36:09.5		38.68		5.57		141.6		3.56	55.27
36:10.5		38.68		5.58		141.6		3.56	55.27
36:11.5		38.68		5.59		141.7		3.56	55.27
36:12.5		38.68		5.58		141.8		3.56	55.28
36:13.5		38.68		5.57		141.8		3.57	55.28
36:14.5		38.68		5.58		141.9		3.57	55.28
36:15.5		38.68		5.58		141.9		3.57	55.28
36:16.5		38.68		5.57		142.0		3.57	55.28
36:17.5		38.69		5.58		142.1		3.57	55.28
36:18.5		38.68		5.58		142.1		3.57	55.29
36:19.5		38.68		5.58		142.2		3.57	55.29
36:20.5		38.68		5.58		142.2		3.58	55.29
36:21.5		38.68		5.58		142.3		3.58	55.29
36:22.5		38.68		5.58		142.4		3.58	55.29
36:23.5		38.68		5.58		142.4		3.58	55.29
36:24.5		38.68		5.59		142.5		3.58	55.30
36:25.5		38.68		5.58		142.5		3.58	55.30
36:26.5		38.68		5.58		142.6		3.59	55.30
36:27.5		38.68		5.58		142.7		3.59	55.30
36:28.5		38.68		5.57		142.7		3.59	55.30
36:29.5		38.68		5.58		142.8		3.59	55.30
36:30.5		38.68		5.58		142.8		3.59	55.30
36:31.5		38.68		5.57		142.9		3.59	55.31
36:32.5		38.68		5.57		143.0		3.59	55.31
36:33.5		38.68		5.58		143.0		3.60	55.31
36:34.5		38.68		5.57		143.1		3.60	55.31
36:35.5		38.68		5.57		143.1		3.60	55.31
36:36.5		38.68		5.58		143.2		3.60	55.31
36:37.5		38.68		5.58		143.3		3.60	55.31
36:38.5		38.68		5.58		143.3		3.60	55.32
36:39.5		38.68		5.57		143.4		3.61	55.32
36:40.5		38.68		5.57		143.4		3.61	55.32
36:41.5		38.68		5.58		143.5		3.61	55.32
36:42.5		38.68		5.56		143.6		3.61	55.32
36:43.5		38.68		5.58		143.6		3.61	55.33
36:44.5		38.68		5.59		143.7		3.61	55.33
36:45.5		38.67		5.57		143.7		3.61	55.33
36:46.5		38.67		5.57		143.8		3.62	55.33
36:47.5		38.67		5.58		143.9		3.62	55.33
36:48.5		38.67		5.58		143.9		3.62	55.33
36:49.5		38.66		5.58		144.0		3.62	55.33
36:50.5		38.66		5.57		144.0		3.62	55.34
36:51.5		38.66		5.57		144.1		3.62	55.34
36:52.5		38.65		5.58		144.2		3.63	55.34
36:53.5		38.65		5.57		144.2		3.63	55.34
36:54.5		38.64		5.58		144.3		3.63	55.34
36:55.5		38.63		5.57		144.3		3.63	55.34
36:56.5		38.63		5.56		144.4		3.63	55.34
36:57.5		38.61		5.57		144.5		3.63	55.35
36:58.5		38.61		5.56		144.5		3.63	55.35
36:59.5		38.61		5.57		144.6		3.64	55.35
37:00.5		38.60		5.57		144.6		3.64	55.35
37:01.5		38.59		5.57		144.7		3.64	55.35
37:02.5		38.58		5.57		144.8		3.64	55.35
37:03.5		38.58		5.57		144.8		3.64	55.35
37:04.5		38.56		5.57		144.9		3.64	55.36
37:05.5		38.56		5.57		144.9		3.65	55.36
37:06.5		38.56		5.57		145.0		3.65	55.36
37:07.5		38.55		5.56		145.1		3.65	55.36
37:08.5		38.55		5.58		145.1		3.65	55.36
37:09.5		38.55		5.58		145.2		3.65	55.37
37:10.5		38.54		5.56		145.2		3.65	55.37
37:11.5		38.54		5.57		145.3		3.65	55.37
37:12.5		38.54		5.57		145.4		3.66	55.37
37:13.5		38.54		5.59		145.4		3.66	55.37
37:14.5		38.53		5.57		145.5		3.66	55.37
37:15.5		38.53		5.57		145.5		3.66	55.37
37:16.5		38.53		5.58		145.6		3.66	55.38
37:17.5		38.53		5.58		145.7		3.66	55.38
37:18.5		38.53		5.58		145.7		3.67	55.38
37:19.5		38.53		5.57		145.8		3.67	55.38
37:20.5		38.53		5.57		145.8		3.67	55.38
37:21.5		38.53		5.58		145.9		3.67	55.38
37:22.5		38.53		5.57		146.0		3.67	55.38
37:23.5		38.53		5.58		146.0		3.67	55.39
37:24.5		38.53		5.57		146.1		3.68	55.39
37:25.5		38.53		5.57		146.1		3.68	55.39
37:26.5		38.53		5.57		146.2		3.68	55.39
37:27.5		38.53		5.58		146.3		3.68	55.39
37:28.5		38.53		5.58		146.3		3.68	55.39
37:29.5		38.53		5.57		146.4		3.68	55.40
37:30.5		38.53		5.57		146.4		3.68	55.40
37:31.5		38.53		5.57		146.5		3.69	55.40
37:32.5		38.53		5.57		146.5		3.69	55.40
37:33.5		38.53		5.57		146.6		3.69	55.40
37:34.5		38.53		5.57		146.7		3.69	55.40
37:35.5		38.53		5.56		146.7		3.69	55.41
37:36.5		38.53		5.56		146.8		3.69	55.41
37:37.5		38.53		5.56		146.8		3.70	55.41
37:38.5		38.53		5.57		146.9		3.70	55.41
37:39.5		38.53		5.57		147.0		3.70	55.41
37:40.5		38.53		5.57		147.0		3.70	55.41
37:41.5		38.53		5.58		147.1		3.70	55.41
37:42.5		38.53		5.56		147.1		3.70	55.42
37:43.5		38.53		5.58		147.2		3.70	55.42
37:44.5		38.53		5.58		147.3		3.71	55.42
37:45.5		38.53		5.56		147.3		3.71	55.42
37:46.5		38.53		5.56		147.4		3.71	55.42
37:47.5		38.53		5.57		147.4		3.71	55.42
37:48.5		38.53		5.56		147.5		3.71	55.42
37:49.5		38.53		5.56		147.6		3.71	55.43
37:50.5		38.53		5.57		147.6		3.72	55.43
37:51.5		38.53		5.57		147.7		3.72	55.43
37:52.5		38.53		5.57		147.7		3.72	55.43
37:53.5		38.53		5.56		147.8		3.72	55.43
37:54.5		38.53		5.57		147.9		3.72	55.43
37:55.5		38.53		5.56		147.9		3.72	55.44
37:56.5		38.53		5.57		148.0		3.72	55.44
37:57.5		38.53		5.57		148.0		3.73	55.44
37:58.5		38.53		5.56		148.1		3.73	55.44
37:59.5		38.53		5.57		148.2		3.73	55.44
38:00.5		38.53		5.56		148.2		3.73	55.44
38:01.5		38.53		5.56		148.3		3.73	55.45
38:02.5		38.53		5.56		148.3		3.73	55.45
38:03.5		38.53		5.56		148.4		3.74	55.45
38:04.5		38.53		5.56		148.5		3.74	55.45
38:05.5		38.53		5.57		148.5		3.74	55.45
38:06.5		38.53		5.57		148.6		3.74	55.45
38:07.5		38.53		5.57		148.6		3.74	55.45
38:08.5		38.53		5.57		148.7		3.74	55.46
38:09.5		38.53		5.58		148.8		3.74	55.46
38:10.5		38.53		5.56		148.8		3.75	55.46
38:11.5		38.53		5.57		148.9		3.75	55.46
38:12.5		38.53		5.56		148.9		3.75	55.46
38:13.5		38.52		5.56		149.0		3.75	55.46
38:14.5		38.53		5.55		149.1		3.75	55.47
38:15.5		38.53		5.56		149.1		3.75	55.47
38:16.5		38.53		5.57		149.2		3.76	55.47
38:17.5		38.53		5.57		149.2		3.76	55.47
38:18.5		38.52		5.56		149.3		3.76	55.47
38:19.5		38.53		5.57		149.3		3.76	55.47
38:20.5		38.53		5.55		149.4		3.76	55.47
38:21.5		38.52		5.56		149.5		3.76	55.48
38:22.5		38.52		5.56		149.5		3.76	55.48
38:23.5		38.52		5.56		149.6		3.77	55.48
38:24.5		38.52		5.56		149.6		3.77	55.48
38:25.5		38.53		5.56		149.7		3.77	55.48
38:26.5		38.52		5.57		149.8		3.77	55.48
38:27.5		38.52		5.58		149.8		3.77	55.48
38:28.5		38.52		5.56		149.9		3.77	55.49
38:29.5		38.53		5.56		149.9		3.78	55.49
38:30.5		38.52		5.54		150.0		3.78	55.49
38:31.5		38.52		5.57		150.1		3.78	55.49
38:32.5		38.52		5.55		150.1		3.78	55.49
38:33.5		38.52		5.57		150.2		3.78	55.49
38:34.5		38.52		5.56		150.2		3.78	55.50
38:35.5		38.53		5.56		150.3		3.78	55.50
38:36.5		38.52		5.56		150.4		3.79	55.50
38:37.5		38.52		5.56		150.4		3.79	55.50
38:38.5		38.52		5.56		150.5		3.79	55.50
38:39.5		38.52		5.57		150.5		3.79	55.50
38:40.5		38.52		5.55		150.6		3.79	55.51
38:41.5		38.52		5.57		150.7		3.79	55.51
38:42.5		38.52		5.57		150.7		3.80	55.51
38:43.5		38.52		5.56		150.8		3.80	55.51
38:44.5		38.51		5.56		150.8		3.80	55.51
38:45.5		38.51		5.56		150.9		3.80	55.51
38:46.5		38.51		5.56		151.0		3.80	55.52
38:47.5		38.51		5.56		151.0		3.80	55.52
38:48.5		38.50		5.56		151.1		3.80	55.52
38:49.5		38.50		5.56		151.1		3.81	55.52
38:50.5		38.49		5.56		151.2		3.81	55.52
38:51.5		38.48		5.57		151.3		3.81	55.52
38:52.5		38.48		5.56		151.3		3.81	55.52
38:53.5		38.47		5.56		151.4		3.81	55.52
38:54.5		38.47		5.56		151.4		3.81	55.53
38:55.5		38.46		5.55		151.5		3.82	55.53
38:56.5		38.45		5.56		151.5		3.82	55.53
38:57.5		38.44		5.55		151.6		3.82	55.53
38:58.5		38.44		5.56		151.7		3.82	55.53
38:59.5		38.43		5.56		151.7		3.82	55.53
39:00.5		38.43		5.56		151.8		3.82	55.54
39:01.5		38.42		5.55		151.8		3.82	55.54
39:02.5		38.41		5.55		151.9		3.83	55.54
39:03.5		38.41		5.56		152.0		3.83	55.54
39:04.5		38.40		5.55		152.0		3.83	55.54
39:05.5		38.40		5.55		152.1		3.83	55.54
39:06.5		38.39		5.56		152.1		3.83	55.55
39:07.5		38.39		5.56		152.2		3.83	55.55
39:08.5		38.39		5.56		152.3		3.84	55.55
39:09.5		38.39		5.57		152.3		3.84	55.55
39:10.5		38.39		5.56		152.4		3.84	55.55
39:11.5		38.39		5.56		152.4		3.84	55.55
39:12.5		38.38		5.55		152.5		3.84	55.55
39:13.5		38.38		5.55		152.6		3.84	55.56
39:14.5		38.38		5.55		152.6		3.85	55.56
39:15.5		38.38		5.55		152.7		3.85	55.56
39:16.5		38.38		5.56		152.7		3.85	55.56
39:17.5		38.38		5.55		152.8		3.85	55.56
39:18.5		38.38		5.56		152.9		3.85	55.56
39:19.5		38.38		5.55		152.9		3.85	55.56
39:20.5		38.38		5.55		153.0		3.85	55.57
39:21.5		38.38		5.56		153.0		3.86	55.57
39:22.5		38.38		5.55		153.1		3.86	55.57
39:23.5		38.38		5.56		153.1		3.86	55.57
39:24.5		38.38		5.56		153.2		3.86	55.57
39:25.5		38.38		5.55		153.3		3.86	55.58
39:26.5		38.38		5.56		153.3		3.86	55.58
39:27.5		38.38		5.55		153.4		3.87	55.58
39:28.5		38.38		5.54		153.4		3.87	55.58
39:29.5		38.38		5.55		153.5		3.87	55.58
39:30.5		38.38		5.56		153.6		3.87	55.58
39:31.5		38.38		5.56		153.6		3.87	55.58
39:32.5		38.38		5.56		153.7		3.87	55.59
39:33.5		38.38		5.55		153.7		3.87	55.59
39:34.5		38.38		5.54		153.8		3.88	55.59
39:35.5		38.38		5.56		153.9		3.88	55.59
39:36.5		38.38		5.55		153.9		3.88	55.59
39:37.5		38.38		5.56		154.0		3.88	55.59
39:38.5		38.38		5.55		154.0		3.88	55.59
39:39.5		38.38		5.55		154.1		3.88	55.60
39:40.5		38.38		5.56		154.2		3.89	55.60
39:41.5		38.38		5.56		154.2		3.89	55.60
39:42.5		38.38		5.54		154.3		3.89	55.60
39:43.5		38.38		5.56		154.3		3.89	55.60
39:44.5		38.38		5.55		154.4		3.89	55.60
39:45.5		38.38		5.53		154.5		3.89	55.60
39:46.5		38.38		5.55		154.5		3.89	55.61
39:47.5		38.38		5.56		154.6		3.90	55.61
39:48.5		38.38		5.55		154.6		3.90	55.61
39:49.5		38.38		5.56		154.7		3.90	55.61
39:50.5		38.38		5.56		154.7		3.90	55.61
39:51.5		38.38		5.55		154.8		3.90	55.62
39:52.5		38.38		5.54		154.9		3.90	55.62
39:53.5		38.38		5.55		154.9		3.91	55.62
39:54.5		38.38		5.55		155.0		3.91	55.62
39:55.5		38.38		5.55		155.0		3.91	55.62
39:56.5		38.38		5.55		155.1		3.91	55.62
39:57.5		38.38		5.55		155.2		3.91	55.62
39:58.5		38.38		5.55		155.2		3.91	55.62
39:59.5		38.38		5.55		155.3		3.91	55.63
40:00.5		38.38		5.56		155.3		3.92	55.63
40:01.5		38.38		5.56		155.4		3.92	55.63
40:02.5		38.38		5.54		155.5		3.92	55.63
40:03.5		38.38		5.53		155.5		3.92	55.63
40:04.5		38.38		5.54		155.6		3.92	55.63
40:05.5		38.38		5.54		155.6		3.92	55.64
40:06.5		38.38		5.56		155.7		3.93	55.64
40:07.5		38.38		5.55		155.8		3.93	55.64
40:08.5		38.38		5.55		155.8		3.93	55.64
40:09.5		38.38		5.54		155.9		3.93	55.64
40:10.5		38.38		5.54		155.9		3.93	55.64
40:11.5		38.38		5.55		156.0		3.93	55.65
40:12.5		38.38		5.55		156.0		3.93	55.65
40:13.5		38.38		5.55		156.1		3.94	55.65
40:14.5		38.38		5.54		156.2		3.94	55.65
40:15.5		38.38		5.54		156.2		3.94	55.65
40:16.5		38.38		5.54		156.3		3.94	55.65
40:17.5		38.38		5.55		156.3		3.94	55.66
40:18.5		38.38		5.53		156.4		3.94	55.66
40:19.5		38.38		5.54		156.5		3.95	55.66
40:20.5		38.38		5.53		156.5		3.95	55.66
40:21.5		38.38		5.53		156.6		3.95	55.66
40:22.5		38.38		5.55		156.6		3.95	55.66
40:23.5		38.38		5.55		156.7		3.95	55.66
40:24.5		38.38		5.54		156.8		3.95	55.66
40:25.5		38.38		5.55		156.8		3.95	55.67
40:26.5		38.38		5.54		156.9		3.96	55.67
40:27.5		38.38		5.53		156.9		3.96	55.67
40:28.5		38.38		5.54		157.0		3.96	55.67
40:29.5		38.38		5.54		157.1		3.96	55.67
40:30.5		38.38		5.54		157.1		3.96	55.67
40:31.5		38.38		5.55		157.2		3.96	55.68
40:32.5		38.38		5.55		157.2		3.97	55.68
40:33.5		38.38		5.55		157.3		3.97	55.68
40:34.5		38.38		5.54		157.3		3.97	55.68
40:35.5		38.38		5.54		157.4		3.97	55.68
40:36.5		38.38		5.55		157.5		3.97	55.68
40:37.5		38.38		5.55		157.5		3.97	55.69
40:38.5		38.38		5.54		157.6		3.97	55.69
40:39.5		38.37		5.55		157.6		3.98	55.69
40:40.5		38.38		5.55		157.7		3.98	55.69
40:41.5		38.38		5.55		157.8		3.98	55.69
40:42.5		38.38		5.55		157.8		3.98	55.69
40:43.5		38.38		5.55		157.9		3.98	55.70
40:44.5		38.37		5.53		157.9		3.98	55.70
40:45.5		38.38		5.55		158.0		3.99	55.70
40:46.5		38.38		5.55		158.1		3.99	55.70
40:47.4		38.38		5.54		158.1		3.99	55.70
40:48.5		38.38		5.54		158.2		3.99	55.70
40:49.5		38.38		5.55		158.2		3.99	55.70
40:50.5		38.38		5.54		158.3		3.99	55.70
40:51.5		38.38		5.53		158.4		3.99	55.71
40:52.5		38.38		5.54		158.4		4.00	55.71
40:53.5		38.38		5.53		158.5		4.00	55.71
40:54.5		38.38		5.54		158.5		4.00	55.71
40:55.5		38.38		5.53		158.6		4.00	55.71
40:56.5		38.38		5.54		158.6		4.00	55.71
40:57.5		38.37		5.54		158.7		4.00	55.72
40:58.4		38.38		5.54		158.8		4.01	55.72
40:59.5		38.38		5.53		158.8		4.01	55.72
41:00.4		38.38		5.55		158.9		4.01	55.72
41:01.5		38.38		5.53		158.9		4.01	55.72
41:02.5		38.37		5.54		159.0		4.01	55.72
41:03.5		38.38		5.53		159.1		4.01	55.73
41:04.5		38.38		5.53		159.1		4.01	55.73
41:05.5		38.38		5.54		159.2		4.02	55.73
41:06.5		38.38		5.54		159.2		4.02	55.73
41:07.5		38.38		5.54		159.3		4.02	55.73
41:08.5		38.38		5.55		159.4		4.02	55.73
41:09.5		38.38		5.55		159.4		4.02	55.73
41:10.5		38.38		5.54		159.5		4.02	55.74
41:11.5		38.37		5.53		159.5		4.03	55.74
41:12.5		38.38		5.53		159.6		4.03	55.74
41:13.5		38.38		5.55		159.7		4.03	55.74
41:14.5		38.38		5.53		159.7		4.03	55.74
41:15.5		38.37		5.54		159.8		4.03	55.74
41:16.5		38.37		5.54		159.8		4.03	55.74
41:17.5		38.38		5.54		159.9		4.03	55.75
41:18.5		38.38		5.53		159.9		4.04	55.75
41:19.5		38.38		5.54		160.0		4.04	55.75
41:20.5		38.37		5.54		160.1		4.04	55.75
41:21.4		38.37		5.54		160.1		4.04	55.75
41:22.5		38.37		5.53		160.2		4.04	55.75
41:23.4		38.38		5.55		160.2		4.04	55.76
41:24.5		38.37		5.52		160.3		4.05	55.76
41:25.4		38.38		5.54		160.4		4.05	55.76
41:26.5		38.37		5.53		160.4		4.05	55.76
41:27.4		38.37		5.54		160.5		4.05	55.76
41:28.5		38.37		5.52		160.5		4.05	55.76
41:29.5		38.37		5.54		160.6		4.05	55.77
41:30.5		38.37		5.54		160.7		4.05	55.77
41:31.4		38.37		5.54		160.7		4.06	55.77
41:32.5		38.37		5.54		160.8		4.06	55.77
41:33.5		38.37		5.54		160.8		4.06	55.77
41:34.5		38.36		5.53		160.9		4.06	55.77
41:35.5		38.36		5.53		161.0		4.06	55.77
41:36.5		38.36		5.54		161.0		4.06	55.78
41:37.5		38.35		5.53		161.1		4.07	55.78
41:38.4		38.35		5.53		161.1		4.07	55.78
41:39.5		38.34		5.54		161.2		4.07	55.78
41:40.5		38.34		5.55		161.2		4.07	55.78
41:41.5		38.33		5.53		161.3		4.07	55.78
41:42.4		38.33		5.53		161.4		4.07	55.78
41:43.5		38.32		5.54		161.4		4.07	55.79
41:44.5		38.31		5.54		161.5		4.08	55.79
41:45.5		38.30		5.53		161.5		4.08	55.79
41:46.5		38.30		5.53		161.6		4.08	55.79
41:47.5		38.29		5.54		161.7		4.08	55.79
41:48.5		38.29		5.53		161.7		4.08	55.79
41:49.5		38.28		5.55		161.8		4.08	55.80
41:50.4		38.27		5.55		161.8		4.09	55.80
41:51.4		38.27		5.53		161.9		4.09	55.80
41:52.5		38.26		5.54		162.0		4.09	55.80
41:53.4		38.26		5.55		162.0		4.09	55.80
41:54.5		38.25		5.54		162.1		4.09	55.80
41:55.4		38.25		5.55		162.1		4.09	55.80
41:56.5		38.25		5.53		162.2		4.09	55.81
41:57.4		38.24		5.53		162.2		4.10	55.81
41:58.5		38.24		5.54		162.3		4.10	55.81
41:59.4		38.24		5.52		162.4		4.10	55.81
42:00.5		38.24		5.54		162.4		4.10	55.81
42:01.4		38.23		5.54		162.5		4.10	55.81
42:02.5		38.23		5.54		162.5		4.10	55.82
42:03.4		38.23		5.53		162.6		4.11	55.82
42:04.5		38.23		5.53		162.7		4.11	55.82
42:05.4		38.23		5.53		162.7		4.11	55.82
42:06.5		38.23		5.52		162.8		4.11	55.82
42:07.4		38.23		5.52		162.8		4.11	55.82
42:08.5		38.23		5.52		162.9		4.11	55.83
42:09.4		38.23		5.54		163.0		4.11	55.83
42:10.4		38.23		5.53		163.0		4.12	55.83
42:11.4		38.23		5.53		163.1		4.12	55.83
42:12.4		38.23		5.53		163.1		4.12	55.83
42:13.4		38.23		5.53		163.2		4.12	55.83
42:14.4		38.23		5.54		163.2		4.12	55.83
42:15.5		38.23		5.53		163.3		4.12	55.84
42:16.4		38.23		5.53		163.4		4.13	55.84
42:17.4		38.23		5.53		163.4		4.13	55.84
42:18.4		38.23		5.55		163.5		4.13	55.84
42:19.5		38.23		5.54		163.5		4.13	55.84
42:20.4		38.23		5.53		163.6		4.13	55.84
42:21.5		38.23		5.52		163.7		4.13	55.84
42:22.5		38.23		5.53		163.7		4.13	55.85
42:23.5		38.23		5.53		163.8		4.14	55.85
42:24.4		38.23		5.52		163.8		4.14	55.85
42:25.5		38.23		5.53		163.9		4.14	55.85
42:26.4		38.23		5.54		163.9		4.14	55.85
42:27.5		38.23		5.54		164.0		4.14	55.85
42:28.4		38.23		5.53		164.1		4.14	55.86
42:29.5		38.23		5.53		164.1		4.15	55.86
42:30.4		38.23		5.53		164.2		4.15	55.86
42:31.4		38.23		5.53		164.2		4.15	55.86
42:32.4		38.23		5.54		164.3		4.15	55.86
42:33.4		38.23		5.52		164.4		4.15	55.86
42:34.5		38.23		5.53		164.4		4.15	55.87
42:35.4		38.23		5.52		164.5		4.15	55.87
42:36.4		38.23		5.53		164.5		4.16	55.87
42:37.4		38.23		5.53		164.6		4.16	55.87
42:38.5		38.23		5.53		164.7		4.16	55.87
42:39.4		38.23		5.52		164.7		4.16	55.87
42:40.5		38.22		5.53		164.8		4.16	55.87
42:41.4		38.23		5.54		164.8		4.16	55.88
42:42.5		38.23		5.52		164.9		4.17	55.88
42:43.4		38.23		5.53		164.9		4.17	55.88
42:44.5		38.22		5.54		165.0		4.17	55.88
42:45.4		38.23		5.52		165.1		4.17	55.88
42:46.5		38.23		5.53		165.1		4.17	55.88
42:47.4		38.23		5.51		165.2		4.17	55.88
42:48.4		38.23		5.53		165.2		4.17	55.89
42:49.4		38.22		5.53		165.3		4.18	55.89
42:50.4		38.23		5.53		165.4		4.18	55.89
42:51.4		38.23		5.53		165.4		4.18	55.89
42:52.4		38.23		5.52		165.5		4.18	55.89
42:53.4		38.23		5.52		165.5		4.18	55.89
42:54.4		38.22		5.52		165.6		4.18	55.90
42:55.4		38.23		5.52		165.7		4.19	55.90
42:56.4		38.23		5.53		165.7		4.19	55.90
42:57.4		38.23		5.52		165.8		4.19	55.90
42:58.4		38.22		5.51		165.8		4.19	55.90
42:59.4		38.23		5.53		165.9		4.19	55.90
43:00.4		38.23		5.51		165.9		4.19	55.91
43:01.5		38.23		5.53		166.0		4.19	55.91
43:02.4		38.23		5.53		166.1		4.20	55.91
43:03.5		38.22		5.53		166.1		4.20	55.91
43:04.4		38.23		5.51		166.2		4.20	55.91
43:05.4		38.23		5.53		166.2		4.20	55.91
43:06.4		38.23		5.52		166.3		4.20	55.91
43:07.4		38.23		5.53		166.4		4.20	55.91
43:08.4		38.22		5.53		166.4		4.21	55.92
43:09.4		38.23		5.53		166.5		4.21	55.92
43:10.4		38.22		5.53		166.5		4.21	55.92
43:11.4		38.23		5.52		166.6		4.21	55.92
43:12.4		38.22		5.53		166.6		4.21	55.92
43:13.4		38.23		5.52		166.7		4.21	55.92
43:14.4		38.23		5.53		166.8		4.21	55.93
43:15.4		38.22		5.53		166.8		4.22	55.93
43:16.4		38.23		5.51		166.9		4.22	55.93
43:17.4		38.23		5.52		166.9		4.22	55.93
43:18.5		38.23		5.53		167.0		4.22	55.93
43:19.4		38.23		5.52		167.1		4.22	55.93
43:20.4		38.23		5.52		167.1		4.22	55.94
43:21.4		38.22		5.51		167.2		4.22	55.94
43:22.4		38.23		5.53		167.2		4.23	55.94
43:23.4		38.23		5.54		167.3		4.23	55.94
43:24.4		38.22		5.52		167.4		4.23	55.94
43:25.4		38.23		5.53		167.4		4.23	55.94
43:26.4		38.23		5.52		167.5		4.23	55.95
43:27.4		38.22		5.53		167.5		4.23	55.95
