Time		V		A		Wh		Ah	CA_Ah
09:04.6		39.65		5.76		33.8		0.84	3.83
09:05.6		39.66		5.76		33.9		0.85	3.84
09:06.6		39.65		5.76		33.9		0.85	3.84
09:07.6		39.66		5.75		34.0		0.85	3.84
09:08.6		39.65		5.75		34.1		0.85	3.84
09:09.6		39.66		5.76		34.1		0.85	3.84
09:10.6		39.65		5.74		34.2		0.85	3.84
09:11.6		39.65		5.77		34.3		0.86	3.85
09:12.6		39.65		5.75		34.3		0.86	3.85
09:13.6		39.65		5.76		34.4		0.86	3.85
09:14.6		39.65		5.76		34.5		0.86	3.85
09:15.6		39.65		5.75		34.5		0.86	3.85
09:16.6		39.66		5.77		34.6		0.86	3.85
09:17.6		39.65		5.75		34.6		0.86	3.86
09:18.6		39.65		5.75		34.7		0.87	3.86
09:19.6		39.65		5.77		34.8		0.87	3.86
09:20.6		39.65		5.76		34.8		0.87	3.86
09:21.6		39.66		5.76		34.9		0.87	3.86
09:22.6		39.65		5.75		35.0		0.87	3.86
09:23.6		39.66		5.76		35.0		0.87	3.86
09:24.6		39.66		5.76		35.1		0.88	3.87
09:25.6		39.66		5.76		35.1		0.88	3.87
09:26.6		39.65		5.75		35.2		0.88	3.87
09:27.6		39.66		5.75		35.3		0.88	3.87
09:28.6		39.65		5.77		35.3		0.88	3.87
09:29.6		39.65		5.74		35.4		0.88	3.87
09:30.6		39.65		5.75		35.5		0.89	3.88
09:31.6		39.65		5.75		35.5		0.89	3.88
09:32.6		39.66		5.75		35.6		0.89	3.88
09:33.6		39.65		5.75		35.7		0.89	3.88
09:34.6		39.65		5.74		35.7		0.89	3.88
09:35.6		39.65		5.75		35.8		0.89	3.88
09:36.6		39.65		5.74		35.8		0.90	3.89
09:37.6		39.65		5.75		35.9		0.90	3.89
09:38.6		39.65		5.75		36.0		0.90	3.89
09:39.6		39.65		5.76		36.0		0.90	3.89
09:40.6		39.65		5.74		36.1		0.90	3.89
09:41.6		39.65		5.75		36.2		0.90	3.89
09:42.6		39.66		5.75		36.2		0.90	3.90
09:43.6		39.65		5.75		36.3		0.91	3.90
09:44.6		39.65		5.75		36.4		0.91	3.90
09:45.6		39.65		5.76		36.4		0.91	3.90
09:46.6		39.65		5.74		36.5		0.91	3.90
09:47.6		39.65		5.75		36.5		0.91	3.90
09:48.6		39.65		5.76		36.6		0.91	3.90
09:49.6		39.65		5.76		36.7		0.92	3.91
09:50.6		39.65		5.76		36.7		0.92	3.91
09:51.6		39.65		5.75		36.8		0.92	3.91
09:52.6		39.65		5.74		36.9		0.92	3.91
09:53.6		39.65		5.75		36.9		0.92	3.91
09:54.6		39.65		5.75		37.0		0.92	3.91
09:55.6		39.65		5.75		37.0		0.93	3.92
09:56.6		39.65		5.74		37.1		0.93	3.92
09:57.6		39.65		5.75		37.2		0.93	3.92
09:58.6		39.65		5.75		37.2		0.93	3.92
09:59.6		39.65		5.74		37.3		0.93	3.92
10:00.6		39.65		5.76		37.4		0.93	3.92
10:01.6		39.65		5.76		37.4		0.94	3.93
10:02.6		39.64		5.75		37.5		0.94	3.93
10:03.6		39.64		5.75		37.6		0.94	3.93
10:04.6		39.64		5.75		37.6		0.94	3.93
10:05.6		39.64		5.74		37.7		0.94	3.93
10:06.6		39.63		5.75		37.7		0.94	3.93
10:07.6		39.63		5.76		37.8		0.94	3.94
10:08.6		39.63		5.75		37.9		0.95	3.94
10:09.6		39.62		5.75		37.9		0.95	3.94
10:10.6		39.62		5.75		38.0		0.95	3.94
10:11.6		39.61		5.76		38.1		0.95	3.94
10:12.6		39.60		5.77		38.1		0.95	3.94
10:13.6		39.59		5.76		38.2		0.95	3.94
10:14.6		39.59		5.75		38.3		0.96	3.95
10:15.6		39.58		5.74		38.3		0.96	3.95
10:16.6		39.57		5.74		38.4		0.96	3.95
10:17.6		39.56		5.75		38.4		0.96	3.95
10:18.6		39.55		5.73		38.5		0.96	3.95
10:19.6		39.55		5.74		38.6		0.96	3.95
10:20.6		39.54		5.75		38.6		0.97	3.96
10:21.6		39.54		5.76		38.7		0.97	3.96
10:22.6		39.53		5.76		38.8		0.97	3.96
10:23.6		39.52		5.75		38.8		0.97	3.96
10:24.6		39.51		5.75		38.9		0.97	3.96
10:25.6		39.52		5.76		38.9		0.97	3.96
10:26.6		39.51		5.75		39.0		0.98	3.97
10:27.6		39.51		5.74		39.1		0.98	3.97
10:28.6		39.51		5.75		39.1		0.98	3.97
10:29.6		39.51		5.73		39.2		0.98	3.97
10:30.6		39.50		5.75		39.3		0.98	3.97
10:31.6		39.50		5.73		39.3		0.98	3.97
10:32.6		39.50		5.76		39.4		0.98	3.97
10:33.6		39.50		5.73		39.5		0.99	3.98
10:34.6		39.50		5.74		39.5		0.99	3.98
10:35.6		39.50		5.74		39.6		0.99	3.98
10:36.6		39.50		5.75		39.6		0.99	3.98
10:37.6		39.50		5.73		39.7		0.99	3.98
10:38.6		39.50		5.75		39.8		0.99	3.98
10:39.6		39.50		5.75		39.8		1.00	3.99
10:40.6		39.50		5.75		39.9		1.00	3.99
10:41.6		39.50		5.75		40.0		1.00	3.99
10:42.6		39.50		5.75		40.0		1.00	3.99
10:43.6		39.50		5.73		40.1		1.00	3.99
10:44.6		39.50		5.74		40.1		1.00	3.99
10:45.6		39.50		5.75		40.2		1.01	4.00
10:46.6		39.50		5.75		40.3		1.01	4.00
10:47.6		39.50		5.74		40.3		1.01	4.00
10:48.6		39.50		5.74		40.4		1.01	4.00
10:49.6		39.50		5.74		40.5		1.01	4.00
10:50.6		39.50		5.75		40.5		1.01	4.00
10:51.6		39.50		5.74		40.6		1.01	4.00
10:52.6		39.50		5.74		40.6		1.02	4.01
10:53.6		39.50		5.73		40.7		1.02	4.01
10:54.6		39.50		5.75		40.8		1.02	4.01
10:55.6		39.50		5.73		40.8		1.02	4.01
10:56.6		39.50		5.73		40.9		1.02	4.01
10:57.6		39.50		5.73		41.0		1.02	4.01
10:58.6		39.50		5.74		41.0		1.03	4.02
10:59.6		39.50		5.75		41.1		1.03	4.02
11:00.6		39.50		5.74		41.2		1.03	4.02
11:01.6		39.50		5.73		41.2		1.03	4.02
11:02.6		39.50		5.72		41.3		1.03	4.02
11:03.6		39.50		5.73		41.3		1.03	4.02
11:04.6		39.50		5.75		41.4		1.04	4.03
11:05.6		39.50		5.76		41.5		1.04	4.03
11:06.6		39.50		5.73		41.5		1.04	4.03
11:07.6		39.50		5.75		41.6		1.04	4.03
11:08.6		39.50		5.71		41.7		1.04	4.03
11:09.6		39.50		5.74		41.7		1.04	4.03
11:10.6		39.50		5.76		41.8		1.05	4.04
11:11.6		39.50		5.74		41.8		1.05	4.04
11:12.6		39.50		5.74		41.9		1.05	4.04
11:13.6		39.50		5.76		42.0		1.05	4.04
11:14.6		39.50		5.74		42.0		1.05	4.04
11:15.6		39.50		5.73		42.1		1.05	4.04
11:16.6		39.50		5.75		42.2		1.05	4.04
11:17.6		39.50		5.74		42.2		1.06	4.05
11:18.6		39.50		5.73		42.3		1.06	4.05
11:19.6		39.50		5.74		42.4		1.06	4.05
11:20.6		39.50		5.73		42.4		1.06	4.05
11:21.6		39.50		5.73		42.5		1.06	4.05
11:22.6		39.50		5.75		42.5		1.06	4.05
11:23.6		39.50		5.72		42.6		1.07	4.06
11:24.6		39.50		5.73		42.7		1.07	4.06
11:25.6		39.50		5.74		42.7		1.07	4.06
11:26.6		39.50		5.75		42.8		1.07	4.06
11:27.6		39.50		5.74		42.9		1.07	4.06
11:28.6		39.50		5.75		42.9		1.07	4.06
11:29.6		39.50		5.73		43.0		1.08	4.07
11:30.6		39.50		5.74		43.0		1.08	4.07
11:31.6		39.50		5.75		43.1		1.08	4.07
11:32.6		39.50		5.74		43.2		1.08	4.07
11:33.6		39.50		5.74		43.2		1.08	4.07
11:34.6		39.50		5.73		43.3		1.08	4.07
11:35.6		39.50		5.73		43.4		1.09	4.08
11:36.6		39.50		5.73		43.4		1.09	4.08
11:37.6		39.50		5.74		43.5		1.09	4.08
11:38.6		39.50		5.73		43.5		1.09	4.08
11:39.6		39.50		5.74		43.6		1.09	4.08
11:40.6		39.50		5.73		43.7		1.09	4.08
11:41.6		39.50		5.72		43.7		1.09	4.08
11:42.6		39.49		5.73		43.8		1.10	4.09
11:43.6		39.50		5.74		43.9		1.10	4.09
11:44.6		39.50		5.72		43.9		1.10	4.09
11:45.6		39.50		5.71		44.0		1.10	4.09
11:46.6		39.50		5.74		44.0		1.10	4.09
11:47.6		39.50		5.73		44.1		1.10	4.09
11:48.6		39.50		5.73		44.2		1.11	4.10
11:49.6		39.49		5.74		44.2		1.11	4.10
11:50.6		39.50		5.73		44.3		1.11	4.10
11:51.6		39.50		5.72		44.4		1.11	4.10
11:52.6		39.50		5.74		44.4		1.11	4.10
11:53.6		39.50		5.74		44.5		1.11	4.10
11:54.6		39.49		5.73		44.5		1.12	4.11
11:55.6		39.49		5.73		44.6		1.12	4.11
11:56.6		39.50		5.73		44.7		1.12	4.11
11:57.6		39.50		5.72		44.7		1.12	4.11
11:58.6		39.49		5.72		44.8		1.12	4.11
11:59.6		39.50		5.74		44.9		1.12	4.11
12:00.6		39.49		5.74		44.9		1.12	4.11
12:01.6		39.49		5.73		45.0		1.13	4.12
12:02.6		39.49		5.73		45.1		1.13	4.12
12:03.6		39.49		5.72		45.1		1.13	4.12
12:04.6		39.49		5.73		45.2		1.13	4.12
12:05.6		39.49		5.71		45.2		1.13	4.12
12:06.6		39.49		5.74		45.3		1.13	4.12
12:07.6		39.49		5.74		45.4		1.14	4.13
12:08.6		39.49		5.73		45.4		1.14	4.13
12:09.6		39.49		5.72		45.5		1.14	4.13
12:10.6		39.48		5.73		45.6		1.14	4.13
12:11.6		39.48		5.74		45.6		1.14	4.13
12:12.6		39.48		5.73		45.7		1.14	4.13
12:13.6		39.47		5.72		45.7		1.15	4.14
12:14.6		39.46		5.73		45.8		1.15	4.14
12:15.6		39.46		5.72		45.9		1.15	4.14
12:16.6		39.45		5.72		45.9		1.15	4.14
12:17.6		39.45		5.74		46.0		1.15	4.14
12:18.6		39.44		5.73		46.1		1.15	4.14
12:19.6		39.43		5.73		46.1		1.16	4.14
12:20.6		39.42		5.72		46.2		1.16	4.15
12:21.6		39.41		5.74		46.2		1.16	4.15
12:22.6		39.41		5.72		46.3		1.16	4.15
12:23.6		39.40		5.73		46.4		1.16	4.15
12:24.6		39.39		5.72		46.4		1.16	4.15
12:25.6		39.39		5.72		46.5		1.16	4.15
12:26.6		39.38		5.72		46.6		1.17	4.16
12:27.6		39.37		5.72		46.6		1.17	4.16
12:28.6		39.37		5.74		46.7		1.17	4.16
12:29.6		39.37		5.72		46.7		1.17	4.16
12:30.6		39.36		5.73		46.8		1.17	4.16
12:31.6		39.36		5.72		46.9		1.17	4.16
12:32.6		39.36		5.72		46.9		1.18	4.17
12:33.6		39.36		5.72		47.0		1.18	4.17
12:34.6		39.35		5.73		47.1		1.18	4.17
12:35.6		39.35		5.73		47.1		1.18	4.17
12:36.6		39.35		5.74		47.2		1.18	4.17
12:37.6		39.35		5.72		47.2		1.18	4.17
12:38.6		39.35		5.72		47.3		1.19	4.18
12:39.6		39.35		5.74		47.4		1.19	4.18
12:40.6		39.35		5.74		47.4		1.19	4.18
12:41.6		39.35		5.72		47.5		1.19	4.18
12:42.6		39.35		5.72		47.6		1.19	4.18
12:43.6		39.35		5.73		47.6		1.19	4.18
12:44.6		39.35		5.72		47.7		1.19	4.18
12:45.6		39.35		5.70		47.7		1.20	4.19
12:46.6		39.35		5.72		47.8		1.20	4.19
12:47.6		39.35		5.72		47.9		1.20	4.19
12:48.6		39.35		5.73		47.9		1.20	4.19
12:49.6		39.35		5.71		48.0		1.20	4.19
12:50.6		39.35		5.74		48.1		1.20	4.19
12:51.6		39.35		5.73		48.1		1.21	4.20
12:52.6		39.35		5.72		48.2		1.21	4.20
12:53.6		39.35		5.72		48.2		1.21	4.20
12:54.6		39.35		5.73		48.3		1.21	4.20
12:55.6		39.35		5.71		48.4		1.21	4.20
12:56.6		39.35		5.71		48.4		1.21	4.20
12:57.6		39.35		5.71		48.5		1.22	4.21
12:58.6		39.35		5.74		48.6		1.22	4.21
12:59.6		39.35		5.71		48.6		1.22	4.21
13:00.6		39.35		5.72		48.7		1.22	4.21
13:01.6		39.35		5.72		48.7		1.22	4.21
13:02.6		39.35		5.71		48.8		1.22	4.21
13:03.6		39.35		5.70		48.9		1.23	4.21
13:04.6		39.35		5.73		48.9		1.23	4.22
13:05.6		39.35		5.72		49.0		1.23	4.22
13:06.6		39.35		5.73		49.1		1.23	4.22
13:07.6		39.35		5.73		49.1		1.23	4.22
13:08.6		39.35		5.72		49.2		1.23	4.22
13:09.6		39.35		5.71		49.2		1.23	4.22
13:10.6		39.35		5.72		49.3		1.24	4.23
13:11.6		39.35		5.71		49.4		1.24	4.23
13:12.6		39.35		5.71		49.4		1.24	4.23
13:13.6		39.35		5.70		49.5		1.24	4.23
13:14.6		39.35		5.72		49.6		1.24	4.23
13:15.6		39.35		5.71		49.6		1.24	4.23
13:16.6		39.35		5.73		49.7		1.25	4.24
13:17.6		39.35		5.71		49.7		1.25	4.24
13:18.6		39.35		5.72		49.8		1.25	4.24
13:19.6		39.35		5.72		49.9		1.25	4.24
13:20.6		39.35		5.71		49.9		1.25	4.24
13:21.6		39.35		5.71		50.0		1.25	4.24
13:22.6		39.35		5.72		50.1		1.26	4.24
13:23.6		39.35		5.72		50.1		1.26	4.25
13:24.6		39.35		5.72		50.2		1.26	4.25
13:25.6		39.35		5.72		50.2		1.26	4.25
13:26.6		39.35		5.72		50.3		1.26	4.25
13:27.6		39.35		5.71		50.4		1.26	4.25
13:28.6		39.35		5.73		50.4		1.26	4.25
13:29.6		39.35		5.72		50.5		1.27	4.26
13:30.6		39.35		5.73		50.6		1.27	4.26
13:31.6		39.35		5.72		50.6		1.27	4.26
13:32.6		39.35		5.72		50.7		1.27	4.26
13:33.6		39.35		5.72		50.7		1.27	4.26
13:34.6		39.35		5.72		50.8		1.27	4.26
13:35.6		39.35		5.71		50.9		1.28	4.27
13:36.6		39.35		5.72		50.9		1.28	4.27
13:37.6		39.35		5.70		51.0		1.28	4.27
13:38.5		39.35		5.72		51.1		1.28	4.27
13:39.6		39.35		5.72		51.1		1.28	4.27
13:40.5		39.35		5.72		51.2		1.28	4.27
13:41.6		39.35		5.72		51.2		1.29	4.28
13:42.6		39.35		5.71		51.3		1.29	4.28
13:43.6		39.35		5.71		51.4		1.29	4.28
13:44.6		39.35		5.71		51.4		1.29	4.28
13:45.6		39.35		5.70		51.5		1.29	4.28
13:46.6		39.35		5.71		51.6		1.29	4.28
13:47.6		39.34		5.71		51.6		1.29	4.28
13:48.6		39.35		5.71		51.7		1.30	4.29
13:49.5		39.35		5.72		51.7		1.30	4.29
13:50.6		39.35		5.71		51.8		1.30	4.29
13:51.5		39.35		5.73		51.9		1.30	4.29
13:52.6		39.34		5.72		51.9		1.30	4.29
13:53.6		39.35		5.71		52.0		1.30	4.29
13:54.6		39.35		5.72		52.1		1.31	4.30
13:55.6		39.35		5.71		52.1		1.31	4.30
13:56.6		39.35		5.72		52.2		1.31	4.30
13:57.6		39.35		5.70		52.2		1.31	4.30
13:58.6		39.35		5.71		52.3		1.31	4.30
13:59.6		39.35		5.71		52.4		1.31	4.30
14:00.6		39.35		5.72		52.4		1.32	4.31
14:01.6		39.35		5.71		52.5		1.32	4.31
14:02.5		39.35		5.70		52.6		1.32	4.31
14:03.6		39.35		5.71		52.6		1.32	4.31
14:04.5		39.35		5.72		52.7		1.32	4.31
14:05.6		39.34		5.71		52.7		1.32	4.31
14:06.5		39.35		5.72		52.8		1.33	4.31
14:07.6		39.35		5.71		52.9		1.33	4.32
14:08.6		39.34		5.71		52.9		1.33	4.32
14:09.6		39.34		5.69		53.0		1.33	4.32
14:10.6		39.34		5.71		53.1		1.33	4.32
14:11.6		39.35		5.71		53.1		1.33	4.32
14:12.6		39.35		5.69		53.2		1.33	4.32
14:13.6		39.34		5.72		53.2		1.34	4.33
14:14.6		39.34		5.71		53.3		1.34	4.33
14:15.5		39.35		5.73		53.4		1.34	4.33
14:16.6		39.35		5.69		53.4		1.34	4.33
14:17.5		39.34		5.72		53.5		1.34	4.33
14:18.6		39.34		5.71		53.6		1.34	4.33
14:19.5		39.34		5.71		53.6		1.35	4.34
14:20.6		39.34		5.71		53.7		1.35	4.34
14:21.5		39.34		5.70		53.7		1.35	4.34
14:22.6		39.34		5.70		53.8		1.35	4.34
14:23.5		39.34		5.71		53.9		1.35	4.34
14:24.6		39.34		5.69		53.9		1.35	4.34
14:25.5		39.34		5.71		54.0		1.36	4.34
14:26.6		39.33		5.71		54.1		1.36	4.35
14:27.6		39.33		5.71		54.1		1.36	4.35
14:28.6		39.32		5.70		54.2		1.36	4.35
14:29.6		39.32		5.70		54.2		1.36	4.35
14:30.5		39.32		5.70		54.3		1.36	4.35
14:31.5		39.31		5.70		54.4		1.36	4.35
14:32.5		39.31		5.70		54.4		1.37	4.36
14:33.6		39.30		5.70		54.5		1.37	4.36
14:34.5		39.29		5.71		54.6		1.37	4.36
14:35.6		39.28		5.69		54.6		1.37	4.36
14:36.5		39.28		5.70		54.7		1.37	4.36
14:37.6		39.27		5.70		54.7		1.37	4.36
14:38.5		39.26		5.70		54.8		1.38	4.37
14:39.6		39.25		5.71		54.9		1.38	4.37
14:40.5		39.24		5.70		54.9		1.38	4.37
14:41.6		39.24		5.70		55.0		1.38	4.37
14:42.5		39.23		5.70		55.1		1.38	4.37
14:43.5		39.23		5.69		55.1		1.38	4.37
14:44.6		39.22		5.70		55.2		1.39	4.37
14:45.5		39.22		5.71		55.2		1.39	4.38
14:46.5		39.21		5.70		55.3		1.39	4.38
14:47.5		39.21		5.70		55.4		1.39	4.38
14:48.6		39.21		5.69		55.4		1.39	4.38
14:49.5		39.21		5.69		55.5		1.39	4.38
14:50.6		39.20		5.69		55.5		1.39	4.38
14:51.5		39.20		5.70		55.6		1.40	4.39
14:52.6		39.20		5.70		55.7		1.40	4.39
14:53.5		39.20		5.70		55.7		1.40	4.39
14:54.6		39.20		5.71		55.8		1.40	4.39
14:55.5		39.20		5.70		55.9		1.40	4.39
14:56.6		39.20		5.69		55.9		1.40	4.39
14:57.5		39.20		5.70		56.0		1.41	4.40
14:58.5		39.20		5.70		56.0		1.41	4.40
14:59.5		39.20		5.69		56.1		1.41	4.40
15:00.5		39.20		5.72		56.2		1.41	4.40
15:01.6		39.20		5.71		56.2		1.41	4.40
15:02.5		39.20		5.70		56.3		1.41	4.40
15:03.6		39.20		5.69		56.4		1.42	4.40
15:04.5		39.20		5.70		56.4		1.42	4.41
15:05.6		39.20		5.71		56.5		1.42	4.41
15:06.5		39.20		5.69		56.5		1.42	4.41
15:07.6		39.20		5.71		56.6		1.42	4.41
15:08.5		39.20		5.70		56.7		1.42	4.41
15:09.6		39.20		5.70		56.7		1.42	4.41
15:10.5		39.20		5.71		56.8		1.43	4.42
15:11.6		39.20		5.71		56.9		1.43	4.42
15:12.5		39.20		5.71		56.9		1.43	4.42
15:13.5		39.20		5.70		57.0		1.43	4.42
15:14.5		39.20		5.70		57.0		1.43	4.42
15:15.5		39.20		5.69		57.1		1.43	4.42
15:16.5		39.20		5.70		57.2		1.44	4.43
15:17.5		39.20		5.70		57.2		1.44	4.43
15:18.5		39.20		5.71		57.3		1.44	4.43
15:19.5		39.20		5.70		57.3		1.44	4.43
15:20.5		39.20		5.71		57.4		1.44	4.43
15:21.5		39.20		5.71		57.5		1.44	4.43
15:22.5		39.20		5.70		57.5		1.45	4.43
15:23.5		39.19		5.69		57.6		1.45	4.44
15:24.6		39.20		5.69		57.7		1.45	4.44
15:25.5		39.20		5.71		57.7		1.45	4.44
15:26.5		39.20		5.70		57.8		1.45	4.44
15:27.5		39.20		5.71		57.8		1.45	4.44
15:28.5		39.20		5.69		57.9		1.45	4.44
15:29.5		39.20		5.69		58.0		1.46	4.45
15:30.5		39.20		5.70		58.0		1.46	4.45
15:31.5		39.20		5.69		58.1		1.46	4.45
15:32.5		39.20		5.69		58.2		1.46	4.45
15:33.5		39.20		5.70		58.2		1.46	4.45
15:34.5		39.20		5.69		58.3		1.46	4.45
15:35.5		39.20		5.71		58.3		1.47	4.46
15:36.5		39.20		5.70		58.4		1.47	4.46
15:37.6		39.20		5.69		58.5		1.47	4.46
15:38.5		39.20		5.69		58.5		1.47	4.46
15:39.6		39.20		5.70		58.6		1.47	4.46
15:40.5		39.20		5.70		58.7		1.47	4.46
15:41.5		39.19		5.70		58.7		1.48	4.46
15:42.5		39.20		5.69		58.8		1.48	4.47
15:43.5		39.20		5.69		58.8		1.48	4.47
15:44.5		39.20		5.69		58.9		1.48	4.47
15:45.5		39.20		5.69		59.0		1.48	4.47
15:46.5		39.19		5.69		59.0		1.48	4.47
15:47.5		39.20		5.69		59.1		1.48	4.47
15:48.5		39.20		5.69		59.1		1.49	4.48
15:49.5		39.20		5.68		59.2		1.49	4.48
15:50.5		39.19		5.68		59.3		1.49	4.48
15:51.5		39.20		5.69		59.3		1.49	4.48
15:52.5		39.20		5.67		59.4		1.49	4.48
15:53.5		39.20		5.69		59.5		1.49	4.48
15:54.5		39.20		5.69		59.5		1.50	4.49
15:55.5		39.20		5.70		59.6		1.50	4.49
15:56.5		39.20		5.70		59.6		1.50	4.49
15:57.5		39.20		5.70		59.7		1.50	4.49
15:58.5		39.20		5.69		59.8		1.50	4.49
15:59.5		39.20		5.69		59.8		1.50	4.49
16:00.5		39.19		5.68		59.9		1.51	4.49
16:01.5		39.20		5.70		60.0		1.51	4.50
16:02.5		39.20		5.70		60.0		1.51	4.50
16:03.5		39.20		5.69		60.1		1.51	4.50
16:04.5		39.20		5.68		60.1		1.51	4.50
16:05.5		39.20		5.69		60.2		1.51	4.50
16:06.5		39.19		5.68		60.3		1.52	4.50
16:07.5		39.19		5.67		60.3		1.52	4.51
16:08.5		39.20		5.70		60.4		1.52	4.51
16:09.5		39.19		5.69		60.4		1.52	4.51
16:10.5		39.20		5.70		60.5		1.52	4.51
16:11.5		39.20		5.69		60.6		1.52	4.51
16:12.5		39.19		5.70		60.6		1.52	4.51
16:13.5		39.19		5.69		60.7		1.53	4.52
16:14.5		39.19		5.68		60.8		1.53	4.52
16:15.5		39.19		5.69		60.8		1.53	4.52
16:16.5		39.19		5.68		60.9		1.53	4.52
16:17.5		39.19		5.69		60.9		1.53	4.52
16:18.6		39.20		5.68		61.0		1.53	4.52
16:19.5		39.19		5.68		61.1		1.54	4.52
16:20.5		39.19		5.69		61.1		1.54	4.53
16:21.5		39.19		5.68		61.2		1.54	4.53
16:22.5		39.19		5.69		61.3		1.54	4.53
16:23.5		39.19		5.67		61.3		1.54	4.53
16:24.5		39.19		5.68		61.4		1.54	4.53
16:25.5		39.19		5.71		61.4		1.55	4.53
16:26.5		39.19		5.68		61.5		1.55	4.54
16:27.5		39.19		5.68		61.6		1.55	4.54
16:28.5		39.19		5.70		61.6		1.55	4.54
16:29.5		39.19		5.69		61.7		1.55	4.54
16:30.5		39.19		5.69		61.7		1.55	4.54
16:31.5		39.19		5.69		61.8		1.55	4.54
16:32.5		39.19		5.68		61.9		1.56	4.55
16:33.5		39.19		5.68		61.9		1.56	4.55
16:34.5		39.19		5.69		62.0		1.56	4.55
16:35.5		39.19		5.70		62.1		1.56	4.55
16:36.5		39.18		5.68		62.1		1.56	4.55
16:37.5		39.18		5.68		62.2		1.56	4.55
16:38.5		39.18		5.68		62.2		1.57	4.55
16:39.5		39.17		5.68		62.3		1.57	4.56
16:40.5		39.17		5.69		62.4		1.57	4.56
16:41.5		39.16		5.68		62.4		1.57	4.56
16:42.5		39.15		5.69		62.5		1.57	4.56
16:43.5		39.15		5.66		62.6		1.57	4.56
16:44.5		39.14		5.68		62.6		1.58	4.56
16:45.5		39.14		5.68		62.7		1.58	4.57
16:46.5		39.13		5.69		62.7		1.58	4.57
16:47.5		39.12		5.70		62.8		1.58	4.57
16:48.5		39.11		5.69		62.9		1.58	4.57
16:49.5		39.11		5.67		62.9		1.58	4.57
16:50.5		39.10		5.68		63.0		1.58	4.57
16:51.5		39.09		5.69		63.0		1.59	4.58
16:52.5		39.09		5.69		63.1		1.59	4.58
16:53.5		39.08		5.67		63.2		1.59	4.58
16:54.5		39.08		5.67		63.2		1.59	4.58
16:55.5		39.07		5.68		63.3		1.59	4.58
16:56.5		39.07		5.68		63.4		1.59	4.58
16:57.5		39.07		5.67		63.4		1.60	4.58
16:58.5		39.06		5.69		63.5		1.60	4.59
16:59.5		39.06		5.67		63.5		1.60	4.59
17:00.5		39.06		5.68		63.6		1.60	4.59
17:01.5		39.05		5.69		63.7		1.60	4.59
17:02.5		39.05		5.69		63.7		1.60	4.59
17:03.5		39.05		5.69		63.8		1.61	4.59
17:04.5		39.05		5.68		63.8		1.61	4.60
17:05.5		39.05		5.69		63.9		1.61	4.60
17:06.5		39.05		5.71		64.0		1.61	4.60
17:07.5		39.05		5.68		64.0		1.61	4.60
17:08.5		39.05		5.68		64.1		1.61	4.60
17:09.5		39.05		5.66		64.2		1.61	4.60
17:10.5		39.05		5.67		64.2		1.62	4.61
17:11.5		39.05		5.67		64.3		1.62	4.61
17:12.5		39.05		5.68		64.3		1.62	4.61
17:13.5		39.05		5.68		64.4		1.62	4.61
17:14.5		39.05		5.68		64.5		1.62	4.61
17:15.5		39.05		5.68		64.5		1.62	4.61
17:16.5		39.05		5.68		64.6		1.63	4.61
17:17.5		39.05		5.67		64.6		1.63	4.62
17:18.5		39.05		5.68		64.7		1.63	4.62
17:19.5		39.05		5.68		64.8		1.63	4.62
17:20.5		39.05		5.67		64.8		1.63	4.62
17:21.5		39.05		5.67		64.9		1.63	4.62
17:22.5		39.05		5.68		65.0		1.63	4.62
17:23.5		39.05		5.69		65.0		1.64	4.63
17:24.5		39.05		5.68		65.1		1.64	4.63
17:25.5		39.05		5.68		65.1		1.64	4.63
17:26.5		39.05		5.68		65.2		1.64	4.63
17:27.5		39.05		5.69		65.3		1.64	4.63
17:28.5		39.05		5.68		65.3		1.64	4.63
17:29.5		39.05		5.67		65.4		1.65	4.63
17:30.5		39.05		5.67		65.4		1.65	4.64
17:31.5		39.05		5.69		65.5		1.65	4.64
17:32.5		39.05		5.67		65.6		1.65	4.64
17:33.5		39.05		5.67		65.6		1.65	4.64
17:34.5		39.05		5.68		65.7		1.65	4.64
17:35.5		39.05		5.68		65.8		1.66	4.64
17:36.5		39.05		5.68		65.8		1.66	4.65
17:37.5		39.05		5.67		65.9		1.66	4.65
17:38.5		39.05		5.66		65.9		1.66	4.65
17:39.5		39.05		5.68		66.0		1.66	4.65
17:40.5		39.05		5.67		66.1		1.66	4.65
17:41.5		39.05		5.68		66.1		1.66	4.65
17:42.5		39.05		5.67		66.2		1.67	4.66
17:43.5		39.05		5.68		66.2		1.67	4.66
17:44.5		39.05		5.68		66.3		1.67	4.66
17:45.5		39.05		5.67		66.4		1.67	4.66
17:46.5		39.05		5.68		66.4		1.67	4.66
17:47.5		39.05		5.68		66.5		1.67	4.66
17:48.5		39.05		5.67		66.6		1.68	4.66
17:49.5		39.05		5.67		66.6		1.68	4.67
17:50.5		39.05		5.68		66.7		1.68	4.67
17:51.5		39.05		5.70		66.7		1.68	4.67
17:52.5		39.05		5.68		66.8		1.68	4.67
17:53.5		39.05		5.68		66.9		1.68	4.67
17:54.5		39.05		5.68		66.9		1.69	4.67
17:55.5		39.05		5.66		67.0		1.69	4.68
17:56.5		39.05		5.68		67.1		1.69	4.68
17:57.5		39.05		5.65		67.1		1.69	4.68
17:58.5		39.05		5.66		67.2		1.69	4.68
17:59.5		39.05		5.67		67.2		1.69	4.68
18:00.6		39.04		5.66		67.3		1.69	4.68
